# Time-averaged data for fix rdf
# TimeStep Number-of-rows
# Row c_1[1] c_1[2] c_1[3] c_1[4] c_1[5] c_1[6] c_1[7] c_1[8] c_1[9] c_1[10] c_1[11]
5000000 250
61 3.63 1.4947 3.60441 0.768051 4.75968 1.1991 2.41841 0.679714 0.469407 0.94602 2.0342
62 3.69 1.36076 3.85596 0.729355 4.89429 1.15988 2.63235 0.744501 0.607114 0.846007 2.19034
63 3.75 1.23643 4.09203 0.701805 5.02805 1.11935 2.84558 0.779874 0.756097 0.77074 2.33724
64 3.81 1.11958 4.31268 0.680076 5.16186 1.07963 3.05788 0.786254 0.911141 0.703662 2.4757
65 3.87 1.0178 4.51963 0.662463 5.29634 1.04357 3.2696 0.788577 1.07158 0.65305 2.60827
66 3.93 0.926609 4.71393 0.650667 5.43255 1.01037 3.48099 0.754019 1.22978 0.633785 2.74094
67 3.99 0.846563 4.89691 0.641649 5.571 0.983678 3.69313 0.723584 1.38627 0.607117 2.87195
68 4.05 0.775908 5.0697 0.634989 5.71217 0.963925 3.9073 0.674713 1.53661 0.601046 3.00558
69 4.11 0.718726 5.23453 0.631811 5.85683 0.949104 4.12448 0.623859 1.67976 0.592687 3.14128
70 4.17 0.670087 5.39273 0.62889 6.00505 0.94559 4.34722 0.582587 1.81738 0.596656 3.28191
71 4.23 0.631358 5.5461 0.631606 6.15823 0.946756 4.57669 0.533778 1.94712 0.602754 3.42809
72 4.29 0.599781 5.69597 0.634649 6.31654 0.958392 4.81562 0.495855 2.07109 0.614842 3.58146
73 4.35 0.576661 5.84412 0.641866 6.48116 0.978941 5.06655 0.452823 2.18749 0.620254 3.74053
74 4.41 0.561025 5.99225 0.651098 6.65279 1.00898 5.33237 0.416753 2.29759 0.627928 3.90605
75 4.47 0.550869 6.14169 0.664504 6.83275 1.05132 5.61692 0.384976 2.40208 0.62945 4.07651
76 4.53 0.54747 6.29422 0.68133 7.02225 1.10573 5.92429 0.359304 2.50224 0.615397 4.24768
77 4.59 0.55096 6.45181 0.700467 7.22228 1.1695 6.25806 0.339847 2.5995 0.599621 4.4189
78 4.65 0.560202 6.61627 0.723423 7.43429 1.24254 6.622 0.328006 2.69585 0.576125 4.58775
79 4.71 0.575993 6.78975 0.75105 7.66012 1.31624 7.01755 0.312466 2.79001 0.55614 4.75497
80 4.77 0.597875 6.97444 0.780763 7.9009 1.38211 7.44354 0.303152 2.88371 0.532709 4.91925
81 4.83 0.625819 7.17266 0.814585 8.15847 1.42825 7.89489 0.295894 2.97748 0.522643 5.08451
82 4.89 0.660318 7.38703 0.849346 8.43375 1.45025 8.36465 0.290073 3.0717 0.512231 5.25052
83 4.95 0.701422 7.62037 0.888285 8.72875 1.4405 8.84278 0.292311 3.169 0.510912 5.4202
84 5.01 0.748496 7.87544 0.927187 9.04418 1.40323 9.31989 0.297095 3.27029 0.513405 5.59486
85 5.07 0.801253 8.15507 0.968341 9.38155 1.34207 9.7872 0.296399 3.37379 0.522142 5.77677
86 5.13 0.859399 8.46214 1.01012 9.74186 1.26675 10.2388 0.306003 3.48318 0.529073 5.96548
87 5.19 0.91758 8.7977 1.05105 10.1256 1.18843 10.6724 0.317062 3.5992 0.539665 6.16251
88 5.25 0.978433 9.16384 1.09036 10.5329 1.11242 11.0878 0.326573 3.72148 0.553767 6.36938
89 5.31 1.03728 9.56093 1.12705 10.9637 1.0447 11.4868 0.342418 3.85263 0.559595 6.58323
90 5.37 1.08825 9.98699 1.16206 11.4178 0.985417 11.8717 0.361354 3.99419 0.574185 6.80764
91 5.43 1.13258 10.4404 1.19234 11.8943 0.937933 12.2463 0.379575 4.14622 0.584432 7.04121
92 5.49 1.16945 10.9189 1.21862 12.3922 0.900419 12.614 0.409275 4.3138 0.596854 7.28503
93 5.55 1.19611 11.4191 1.24045 12.9101 0.869476 12.9768 0.437445 4.49685 0.603414 7.53695
94 5.61 1.21689 11.9391 1.25591 13.4458 0.847445 13.338 0.47163 4.69849 0.612124 7.79807
95 5.67 1.22976 12.4759 1.26536 13.9972 0.830826 13.6999 0.509851 4.92117 0.62115 8.06873
96 5.73 1.23613 13.0269 1.26825 14.5615 0.8191 14.0642 0.543925 5.16377 0.62835 8.34836
97 5.79 1.23865 13.5907 1.26482 15.1363 0.813402 14.4336 0.576087 5.42613 0.639245 8.63882
98 5.85 1.23797 14.1659 1.25508 15.7184 0.810962 14.8095 0.617187 5.71306 0.652099 8.9413
99 5.91 1.23377 14.7509 1.24013 16.3055 0.811097 15.1933 0.648089 6.02057 0.66258 9.25497
100 5.97 1.22779 15.345 1.21914 16.8944 0.81396 15.5863 0.679505 6.34956 0.672496 9.57983
101 6.03 1.21904 15.9468 1.1949 17.4833 0.818617 15.9895 0.698934 6.6948 0.685437 9.91764
102 6.09 1.20839 16.5553 1.16725 18.0701 0.825221 16.4041 0.717713 7.05639 0.693597 10.2663
103 6.15 1.19536 17.1691 1.13739 18.6532 0.832028 16.8304 0.734105 7.43357 0.704542 10.6275
104 6.21 1.17831 17.786 1.10658 19.2316 0.83961 17.269 0.739762 7.82111 0.714553 11.001
105 6.27 1.16165 18.4061 1.07613 19.805 0.848885 17.7211 0.747401 8.22025 0.722075 11.3857
106 6.33 1.14128 19.0269 1.04614 20.3731 0.858032 18.1868 0.74928 8.62809 0.726632 11.7803
107 6.39 1.11908 19.6473 1.01751 20.9362 0.867067 18.6664 0.745761 9.04174 0.73229 12.1856
108 6.45 1.0966 20.2667 0.990335 21.4946 0.875019 19.1595 0.741861 9.46098 0.735764 12.6005
109 6.51 1.07383 20.8845 0.965354 22.0492 0.885527 19.6679 0.738977 9.88641 0.734527 13.0224
110 6.57 1.04998 21.4999 0.942587 22.6006 0.895271 20.1914 0.731588 10.3154 0.732856 13.4512
111 6.63 1.02793 22.1133 0.922218 23.1501 0.906879 20.7314 0.720602 10.7457 0.726137 13.8838
112 6.69 1.00517 22.7241 0.905702 23.6995 0.917867 21.2879 0.713859 11.1797 0.722723 14.3222
113 6.75 0.984509 23.3331 0.891635 24.2501 0.930296 21.8621 0.704114 11.6155 0.71517 14.7639
114 6.81 0.965057 23.9407 0.880568 24.8036 0.942276 22.454 0.695721 12.0537 0.706181 15.2078
115 6.87 0.947138 24.5476 0.872166 25.3615 0.956576 23.0656 0.684471 12.4926 0.702198 15.657
116 6.93 0.931318 25.1549 0.866998 25.9259 0.970633 23.697 0.675298 12.9331 0.698712 16.1118
117 6.99 0.917802 25.7637 0.865396 26.4989 0.985248 24.3491 0.663868 13.3737 0.696077 16.5727
118 7.05 0.906883 26.3756 0.865886 27.0823 1.00074 25.0229 0.65267 13.8144 0.699033 17.0436
119 7.11 0.898135 26.992 0.86913 27.6778 1.01743 25.7197 0.644825 14.2572 0.70277 17.5252
120 7.17 0.890985 27.6139 0.874764 28.2873 1.03523 26.4406 0.633967 14.6999 0.709852 18.0198
121 7.23 0.888622 28.2446 0.883442 28.9132 1.05118 27.1849 0.622903 15.1422 0.716841 18.5276
122 7.29 0.887825 28.8851 0.893238 29.5566 1.06834 27.954 0.61853 15.5888 0.730979 19.0542
123 7.35 0.889781 29.5377 0.904379 30.2188 1.0843 28.7475 0.61118 16.0373 0.748852 19.6025
124 7.41 0.893895 30.2041 0.91677 30.9011 1.09941 29.5653 0.605472 16.4889 0.762347 20.1698
125 7.47 0.901576 30.8871 0.930266 31.6046 1.11306 30.4066 0.599397 16.9432 0.783315 20.7623
126 7.53 0.910672 31.5882 0.944355 32.3304 1.12478 31.2705 0.599255 17.4048 0.793529 21.3721
127 7.59 0.922239 32.3095 0.958034 33.0784 1.1345 32.1559 0.595199 17.8706 0.805472 22.001
128 7.65 0.936058 33.0532 0.971333 33.8489 1.14216 33.0613 0.598862 18.3467 0.815031 22.6475
129 7.71 0.95145 33.8211 0.984796 34.6423 1.14585 33.984 0.600613 18.8317 0.821994 23.3098
130 7.77 0.96619 34.613 0.996719 35.4579 1.14675 34.9218 0.601059 19.3246 0.827001 23.9865
131 7.83 0.983727 35.4319 1.00814 36.2957 1.1457 35.8733 0.609081 19.8319 0.831066 24.6771
132 7.89 1.00001 36.2771 1.0184 37.155 1.14219 36.8365 0.615872 20.3527 0.8346 25.3813
133 7.95 1.01804 37.1506 1.02715 38.0349 1.13524 37.8084 0.623031 20.8876 0.831484 26.0936
134 8.01 1.03331 38.0507 1.03453 38.9345 1.12571 38.7868 0.635936 21.4419 0.834076 26.8189
135 8.07 1.04751 38.9769 1.04064 39.8531 1.11438 39.7699 0.648582 22.0157 0.831371 27.5527
136 8.13 1.06229 39.9302 1.0455 40.7897 1.10203 40.7566 0.660885 22.6091 0.832446 28.2985
137 8.19 1.07278 40.9071 1.0493 41.7437 1.08866 41.7458 0.672194 23.2216 0.831635 29.0546
138 8.25 1.08272 41.9076 1.05226 42.7144 1.07453 42.7365 0.6861 23.8559 0.829842 29.8201
139 8.31 1.08952 42.9291 1.0535 43.7004 1.05986 43.7279 0.701712 24.5142 0.831698 30.5986
140 8.37 1.09495 43.9706 1.05504 44.7022 1.04465 44.7193 0.716443 25.196 0.835239 31.3916
141 8.43 1.09763 45.0296 1.0542 45.7176 1.02965 45.7105 0.731306 25.902 0.840019 32.2007
142 8.49 1.09668 46.1028 1.05357 46.7469 1.01472 46.7013 0.748563 26.6349 0.847639 33.0289
143 8.55 1.09535 47.1899 1.05148 47.7887 1.00061 47.6921 0.764253 27.3939 0.853471 33.8745
144 8.61 1.09153 48.2885 1.04883 48.8426 0.987177 48.6834 0.777335 28.1767 0.858506 34.7371
145 8.67 1.0858 49.3966 1.04592 49.9082 0.974988 49.6762 0.796218 28.9897 0.867618 35.621
146 8.73 1.07952 50.5136 1.0414 50.9839 0.964092 50.6715 0.808846 29.8271 0.877292 36.5273
147 8.79 1.07198 51.6381 1.03719 52.0701 0.954342 51.6704 0.821733 30.6896 0.893414 37.4629
148 8.85 1.06313 52.7686 1.03215 53.1658 0.945184 52.6732 0.833351 31.5762 0.904652 38.4232
149 8.91 1.0539 53.9045 1.02706 54.2709 0.938467 53.6824 0.842738 32.4851 0.91788 39.4109
150 8.97 1.04471 55.0457 1.02168 55.3851 0.932453 54.6987 0.854356 33.4189 0.92652 40.4213
151 9.03 1.03445 56.1909 1.01619 56.5082 0.927829 55.7236 0.863979 34.3759 0.937208 41.4571
152 9.09 1.02579 57.3416 1.0103 57.6397 0.924129 56.758 0.871636 35.3542 0.945635 42.5161
153 9.15 1.01686 58.4975 1.00511 58.7802 0.922773 57.8045 0.873905 36.3481 0.94876 43.5927
154 9.21 1.00699 59.6571 1.00006 59.93 0.922295 58.8642 0.878621 37.3605 0.955893 44.6917
155 9.27 0.998043 60.8215 0.995049 61.0889 0.92172 59.9372 0.878348 38.3859 0.950156 45.7984
156 9.33 0.990026 61.9916 0.989992 62.2569 0.923034 61.0256 0.879016 39.4253 0.950806 46.9202
157 9.39 0.98309 63.1684 0.986072 63.4354 0.926135 62.1318 0.879531 40.4787 0.948292 48.0534
158 9.45 0.975664 64.3513 0.982497 64.6246 0.929407 63.2561 0.878355 41.5443 0.945727 49.1981
159 9.51 0.968999 65.5411 0.979925 65.8258 0.932965 64.3991 0.873456 42.6174 0.94208 50.3529
160 9.57 0.964188 66.74 0.977603 67.0393 0.938042 65.5628 0.870195 43.7 0.94458 51.5254
161 9.63 0.95937 67.9479 0.976838 68.2671 0.942896 66.7473 0.866 44.7909 0.946243 52.7148
162 9.69 0.956258 69.1669 0.975828 69.509 0.949737 67.9553 0.859979 45.8879 0.949182 53.9228
163 9.75 0.953315 70.3973 0.975997 70.7665 0.956759 69.1874 0.852593 46.9889 0.95015 55.147
164 9.81 0.951949 71.6411 0.977131 72.041 0.963117 70.443 0.847229 48.0964 0.949994 56.3861
165 9.87 0.951085 72.899 0.978642 73.3332 0.969906 71.7229 0.841848 49.2105 0.9484 57.6384
166 9.93 0.951371 74.1726 0.980636 74.6438 0.977438 73.0285 0.839218 50.3346 0.947229 58.9043
167 9.99 0.952562 75.4633 0.982867 75.9733 0.984425 74.3593 0.835602 51.4674 0.940159 60.176
168 10.05 0.954787 76.7725 0.986011 77.3231 0.991743 75.7162 0.829103 52.605 0.93606 61.4575
169 10.11 0.957102 78.1007 0.989548 78.694 0.999015 77.0994 0.828819 53.7558 0.926226 62.7406
170 10.17 0.960747 79.4498 0.993001 80.086 1.00517 78.5077 0.831447 54.9239 0.919162 64.0292
171 10.23 0.965038 80.821 0.996676 81.4997 1.01135 79.9415 0.83143 56.1059 0.91323 65.3245
172 10.29 0.96943 82.2146 1.00037 82.9354 1.01765 81.4011 0.833277 57.3045 0.903765 66.6215
173 10.35 0.974538 83.6319 1.00394 84.393 1.02346 82.8863 0.835055 58.5196 0.901228 67.93
174 10.41 0.980115 85.0739 1.00719 85.8724 1.02822 84.3957 0.840323 59.7567 0.89588 69.2459
175 10.47 0.985891 86.5412 1.01028 87.3734 1.03239 85.9287 0.839709 61.0071 0.891654 70.5707
176 10.53 0.991242 88.0334 1.01283 88.8956 1.03569 87.4843 0.843497 62.2776 0.889211 71.907
177 10.59 0.997597 89.5523 1.01498 90.4384 1.03945 89.0635 0.846187 63.5667 0.887967 73.2567
178 10.65 1.00331 91.0973 1.01685 92.0016 1.04096 90.6628 0.847017 64.8718 0.890214 74.6252
179 10.71 1.00809 92.6672 1.01793 93.5841 1.04252 92.2827 0.84892 66.1945 0.892055 76.0121
180 10.77 1.01376 94.2637 1.01854 95.1854 1.04308 93.9216 0.855402 67.5424 0.893481 77.4168
181 10.83 1.01822 95.8851 1.01944 96.806 1.04296 95.5787 0.862607 68.9167 0.898388 78.8449
182 10.89 1.02226 97.531 1.01865 98.4434 1.0422 97.253 0.865441 70.311 0.900913 80.293
183 10.95 1.02543 99.2003 1.01834 100.098 1.04093 98.9437 0.869753 71.7276 0.907043 81.7671
184 11.01 1.0286 100.893 1.01708 101.769 1.03882 100.649 0.871422 73.1626 0.909765 83.2618
185 11.07 1.03076 102.608 1.01632 103.457 1.03593 102.369 0.878202 74.6245 0.915241 84.782
186 11.13 1.03221 104.344 1.01437 105.161 1.03345 104.103 0.884422 76.1128 0.920972 86.3283
187 11.19 1.03192 106.098 1.01269 106.879 1.02936 105.849 0.892676 77.6312 0.920179 87.89
188 11.25 1.03244 107.872 1.01114 108.614 1.0258 107.608 0.895938 79.1716 0.927334 89.4808
189 11.31 1.03175 109.664 1.00895 110.363 1.02145 109.378 0.906704 80.7471 0.925574 91.0855
190 11.37 1.03028 111.472 1.00638 112.126 1.01774 111.16 0.912032 82.3487 0.930475 92.7158
191 11.43 1.02832 113.296 1.00475 113.906 1.01399 112.955 0.918618 83.979 0.935767 94.3728
192 11.49 1.02621 115.136 1.0027 115.7 1.0096 114.76 0.923268 85.6348 0.936755 96.049
193 11.55 1.02386 116.99 1.00055 117.509 1.00522 116.577 0.929341 87.3189 0.942722 97.7536
194 11.61 1.02048 118.858 0.998789 119.334 1.00187 118.406 0.937762 89.036 0.945988 99.4819
195 11.67 1.01729 120.739 0.996796 121.174 0.998585 120.248 0.940031 90.7751 0.947593 101.231
196 11.73 1.01371 122.632 0.994799 123.029 0.995577 122.104 0.945714 92.5427 0.954583 103.011
197 11.79 1.01033 124.539 0.993453 124.9 0.992084 123.972 0.951621 94.3396 0.957649 104.815
198 11.85 1.00651 126.458 0.991628 126.788 0.989944 125.855 0.952797 96.1571 0.960163 106.643
199 11.91 1.00322 128.39 0.991088 128.693 0.987274 127.752 0.955255 97.9978 0.966137 108.5
200 11.97 0.99957 130.334 0.989696 130.615 0.985544 129.665 0.957546 99.8615 0.971961 110.388
201 12.03 0.996419 132.292 0.989137 132.555 0.984611 131.595 0.961878 101.752 0.973235 112.297
202 12.09 0.993625 134.264 0.988583 134.514 0.982682 133.541 0.960612 103.66 0.977047 114.233
203 12.15 0.991055 136.25 0.988544 136.492 0.982359 135.505 0.965576 105.596 0.983994 116.201
204 12.21 0.988766 138.251 0.988556 138.489 0.981645 137.488 0.966341 107.553 0.990004 118.202
205 12.27 0.986798 140.268 0.988615 140.507 0.981698 139.49 0.964684 109.526 0.997319 120.237
206 12.33 0.985384 142.302 0.988989 142.545 0.981409 141.511 0.965669 111.52 1.00392 122.306
207 12.39 0.983843 144.353 0.989718 144.604 0.982324 143.554 0.965692 113.534 1.00979 124.407
208 12.45 0.98306 146.421 0.990419 146.685 0.982737 145.617 0.964129 115.564 1.01627 126.542
209 12.51 0.982442 148.509 0.99198 148.789 0.983927 147.703 0.965085 117.616 1.02259 128.711
210 12.57 0.982301 150.616 0.992947 150.915 0.984867 149.811 0.961857 119.68 1.02647 130.909
211 12.63 0.982664 152.744 0.994355 153.065 0.986645 151.943 0.96361 121.768 1.03252 133.141
212 12.69 0.983552 154.895 0.99531 155.237 0.98743 154.097 0.964486 123.878 1.04026 135.412
213 12.75 0.984366 157.067 0.997239 157.435 0.988797 156.274 0.962972 126.005 1.04502 137.714
214 12.81 0.985598 159.263 0.998946 159.656 0.990737 158.477 0.963362 128.152 1.04728 140.044
215 12.87 0.986776 161.482 1.00018 161.902 0.992268 160.703 0.963167 130.319 1.05092 142.403
216 12.93 0.988728 163.726 1.00178 164.172 0.993407 162.953 0.967347 132.516 1.05348 144.79
217 12.99 0.990573 165.996 1.0032 166.466 0.99467 165.226 0.964243 134.727 1.05525 147.204
218 13.05 0.993047 168.292 1.00436 168.785 0.996472 167.525 0.967942 136.966 1.05621 149.642
219 13.11 0.994543 170.612 1.00552 171.127 0.998173 169.849 0.969398 139.229 1.05509 152.099
220 13.17 0.996815 172.96 1.00647 173.493 0.999321 172.197 0.970702 141.516 1.05603 154.582
221 13.23 0.998868 175.333 1.00733 175.883 1.00119 174.571 0.972264 143.828 1.05361 157.082
222 13.29 1.00075 177.733 1.00823 178.296 1.00206 176.968 0.975019 146.167 1.05263 159.601
223 13.35 1.00293 180.16 1.00864 180.733 1.00304 179.39 0.979771 148.539 1.05036 162.139
224 13.41 1.00502 182.614 1.00938 183.193 1.00392 181.836 0.982856 150.94 1.04856 164.694
225 13.47 1.00671 185.093 1.00902 185.674 1.00472 184.305 0.98564 153.37 1.04442 167.263
226 13.53 1.00787 187.598 1.00868 188.177 1.00546 186.798 0.989209 155.83 1.0432 169.851
227 13.59 1.00934 190.129 1.00844 190.701 1.00571 189.314 0.991333 158.317 1.03464 172.441
228 13.65 1.01055 192.685 1.00821 193.248 1.0061 191.854 0.996345 160.839 1.03329 175.05
229 13.71 1.01168 195.267 1.00747 195.814 1.00697 194.418 1.00008 163.392 1.02828 177.67
230 13.77 1.01195 197.872 1.00666 198.401 1.00647 197.003 1.00227 165.974 1.02279 180.299
231 13.83 1.01233 200.501 1.0059 201.009 1.0064 199.61 1.00179 168.577 1.01622 182.933
232 13.89 1.01254 203.153 1.00469 203.636 1.00646 202.241 1.00633 171.214 1.01517 185.588
233 13.95 1.01255 205.829 1.00386 206.284 1.00681 204.895 1.00745 173.877 1.00866 188.248
234 14.01 1.01193 208.525 1.00226 208.95 1.00639 207.571 1.00622 176.56 1.00434 190.92
235 14.07 1.01185 211.245 1.00112 211.636 1.00607 210.269 1.00771 179.27 0.99966 193.602
236 14.13 1.01085 213.985 0.999875 214.342 1.0053 212.987 1.00863 182.006 0.999706 196.308
237 14.19 1.00982 216.745 0.998893 217.068 1.00519 215.729 1.00723 184.761 0.994936 199.023
238 14.25 1.00923 219.528 0.997874 219.815 1.00453 218.492 1.00704 187.539 0.993675 201.758
239 14.31 1.0081 222.33 0.996547 222.581 1.00468 221.279 1.00626 190.338 0.99211 204.511
240 14.37 1.00647 225.152 0.995863 225.368 1.00387 224.087 1.00601 193.16 0.993414 207.292
241 14.43 1.00557 227.995 0.994868 228.176 1.00314 226.917 1.00689 196.008 0.993952 210.097
242 14.49 1.0044 230.858 0.994333 231.005 1.00279 229.769 1.00935 198.887 0.996802 212.933
243 14.55 1.00267 233.74 0.993533 233.856 1.00241 232.644 1.01098 201.794 1.00085 215.805
244 14.61 1.0018 236.643 0.993081 236.729 1.00232 235.542 1.01264 204.73 1.00433 218.711
245 14.67 1.00065 239.567 0.992739 239.625 1.00136 238.461 1.01284 207.691 1.00778 221.65
246 14.73 0.999303 242.51 0.992512 242.544 1.00127 241.404 1.01534 210.684 1.01124 224.624
247 14.79 0.998504 245.476 0.992314 245.486 1.00098 244.37 1.01854 213.71 1.01691 227.639
248 14.85 0.997315 248.462 0.992213 248.451 1.00097 247.36 1.02111 216.769 1.01709 230.679
249 14.91 0.996388 251.469 0.992338 251.441 1.00049 250.373 1.02327 219.859 1.02124 233.756
250 14.97 0.995694 254.498 0.99299 254.457 1.00034 253.41 1.0264 222.984 1.02407 236.867
