# Chunk-averaged data for fix T_line_40 and group file
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_TEMP
500000 41 8400
  33 229.317 170.825 975.976
  34 236.555 249.291 964.052
  35 243.792 171.992 954.453
  36 251.03 248.083 950.321
  37 258.268 174.557 943.804
  38 265.506 245.478 937.461
  39 272.743 179.408 925.746
  40 279.981 240.614 914.369
  41 287.219 0 0
10000000 41 8400
  1 -2.29108 187.586 902.602
  2 4.94667 232.421 909.701
  3 12.1844 199.094 924.064
  4 19.4222 220.906 938.797
  5 26.6599 208.178 948.352
  6 33.8977 211.823 952.763
  7 41.1354 214.965 959.927
  8 48.3732 205.036 969.443
  9 55.6109 219.477 975.048
  10 62.8486 200.524 984.831
  11 70.0864 221.385 991.846
  12 77.3241 198.615 1004.53
  13 84.5619 220.109 1012.98
  14 91.7996 199.893 1022.56
  15 99.0374 216.32 1034.82
  16 106.275 203.678 1045.84
  17 113.513 208.843 1056.44
  18 120.751 211.153 1069.84
  19 127.988 198.212 1080.1
  20 135.226 221.772 1094.21
  21 142.464 186.145 1104.91
  22 149.702 233.799 1099
  23 156.939 177.598 1082.17
  24 164.177 242.288 1077.49
  25 171.415 173.216 1064.76
  26 178.653 246.634 1053.2
  27 185.89 171.192 1045.56
  28 193.128 248.718 1034.51
  29 200.366 170.427 1021.71
  30 207.604 249.489 1011.11
  31 214.841 170.386 997.708
  32 222.079 249.723 988.643
  33 229.317 170.568 978.52
  34 236.555 249.569 970.213
  35 243.792 171.298 957.943
  36 251.03 248.859 944.905
  37 258.268 173.446 937.166
  38 265.506 246.62 929.061
  39 272.743 178.022 920.094
  40 279.981 242.014 909.47
  41 287.219 0 0
10500000 41 8400
  1 -2.29108 187.071 909.034
  2 4.94667 232.935 917.351
  3 12.1844 197.59 924.414
  4 19.4222 222.412 933.921
  5 26.6599 207.492 942.144
  6 33.8977 212.508 950.108
  7 41.1354 215.091 959.386
  8 48.3732 204.91 968.99
  9 55.6109 219.03 980.278
  10 62.8486 200.97 989.154
  11 70.0864 220.073 998.76
  12 77.3241 199.926 1001.29
  13 84.5619 218.497 1016.91
  14 91.7996 201.504 1029.84
  15 99.0374 213.762 1036.91
  16 106.275 206.234 1046.66
  17 113.513 206.432 1052.87
  18 120.751 213.564 1065.95
  19 127.988 196.269 1076.55
  20 135.226 223.708 1091.84
  21 142.464 184.856 1100.28
  22 149.702 235.071 1092.18
  23 156.939 177.084 1077.39
  24 164.177 242.792 1064.38
  25 171.415 173.423 1057.5
