# Chunk-averaged data for fix 4 and group file
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount vx
4050000 20 8980
  5 16.1694 442.61 -0.000259133
  6 18.03 444.542 -3.24454e-05
  7 19.8907 441.212 0.0002036
  8 21.7513 446.2 0.000404998
  9 23.6119 446.746 0.000606294
  10 25.4725 450.994 0.000741341
  11 27.3332 455.488 0.000915614
  12 29.1938 456.676 0.000708465
  13 31.0544 454.048 0.000548203
  14 32.915 456.384 0.000392626
  15 34.7757 456.322 0.000198649
  16 36.6363 452.486 2.63059e-05
  17 38.4969 453.298 -0.000165603
  18 40.3576 441.056 -0.000396397
  19 42.2182 445.744 -0.000606917
  20 44.0788 446.62 -0.000844898
5250000 20 8980
  1 8.72689 451.59 -0.00106596
  2 10.5875 443.848 -0.0008826
  3 12.4481 447.918 -0.000676588
  4 14.3088 444.466 -0.000475737
  5 16.1694 446.368 -0.00023978
  6 18.03 441.698 -2.78991e-05
  7 19.8907 440.02 0.000236407
  8 21.7513 445.722 0.000391945
  9 23.6119 453.148 0.000587053
  10 25.4725 447.686 0.000755058
  11 27.3332 459.08 0.000913185
  12 29.1938 451.058 0.000718724
  13 31.0544 452.9 0.000549619
  14 32.915 455.322 0.00035731
  15 34.7757 457.952 0.000203548
  16 36.6363 454.39 2.32583e-05
  17 38.4969 447.674 -0.000163828
  18 40.3576 446.394 -0.000367679
  19 42.2182 449.824 -0.000646095
  20 44.0788 442.942 -0.00083917
5300000 20 8980
  1 8.72689 447.082 -0.00108151
  2 10.5875 444.356 -0.000889996
  3 12.4481 445.958 -0.000660158
  4 14.3088 441.656 -0.00047548
  5 16.1694 443.136 -0.000242813
  6 18.03 448.436 -1.54707e-05
  7 19.8907 446.454 0.00017456
  8 21.7513 445.022 0.000394461
  9 23.6119 446.474 0.000588839
  10 25.4725 453.45 0.000742565
  11 27.3332 456.104 0.000906656
  12 29.1938 454.948 0.000743223
  13 31.0544 456.126 0.000548463
  14 32.915 455.914 0.000370562
  15 34.7757 455.974 0.000209736
  16 36.6363 452.908 2.48422e-05
  17 38.4969 453.256 -0.000162521
  18 40.3576 440.474 -0.000388386
  19 42.2182 444.316 -0.000635371
  20 44.0788 447.956 -0.000871765
5350000 20 8980
  1 8.72689 447.62 -0.00107226
  2 10.5875 442.198 -0.00084203
  3 12.4481 442.378 -0.000638615
  4 14.3088 448.81 -0.000438447
  5 16.1694 443.388 -0.000217546
  6 18.03 444.022 -1.3269e-05
  7 19.8907 440.81 0.000192658
  8 21.7513 449.214 0.000402878
  9 23.6119 449.216 0.000576229
  10 25.4725 456.742 0.000722826
  11 27.3332 459.196 0.000891409
  12 29.1938 454.634 0.000679826
  13 31.0544 458.27 0.000530886
  14 32.915 454.902 0.000363243
  15 34.7757 455.124 0.000179259
  16 36.6363 456.472 -1.3953e-06
  17 38.4969 447.594 -0.000195545
  18 40.3576 439.592 -0.000408772
  19 42.2182 445.922 -0.000627741
  20 44.0788 443.896 -0.000844583
5400000 20 8980
  1 8.72689 457.388 -0.0010912
  2 10.5875 432.428 -0.000880459
  3 12.4481 452.01 -0.000666146
  4 14.3088 445.976 -0.00044143
  5 16.1694 449.172 -0.000248649
  6 18.03 442.638 -9.88929e-06
  7 19.8907 447.538 0.000188148
  8 21.7513 447.318 0.000388604
  9 23.6119 449.712 0.000551897
  10 25.4725 455.82 0.000738472
  11 27.3332 457.838 0.000871389
  12 29.1938 457.57 0.000720087
  13 31.0544 457.312 0.000530862
  14 32.915 451.326 0.000383155
  15 34.7757 459.48 0.000199766
  16 36.6363 445.536 1.59784e-05
  17 38.4969 450.178 -0.00015588
  18 40.3576 434.238 -0.000402523
  19 42.2182 447.434 -0.000660668
  20 44.0788 439.088 -0.000899554
5450000 20 8980
  1 8.72689 450.654 -0.00108784
  2 10.5875 441.434 -0.000880827
  3 12.4481 444.838 -0.000643922
  4 14.3088 444.676 -0.000436979
  5 16.1694 445.184 -0.00021408
  6 18.03 443.614 -1.40225e-05
  7 19.8907 446.594 0.000226665
  8 21.7513 445.214 0.000394609
  9 23.6119 456.302 0.00057653
  10 25.4725 456.782 0.000734126
  11 27.3332 460.706 0.000893575
  12 29.1938 451.008 0.000699887
  13 31.0544 458.81 0.000513239
  14 32.915 450.13 0.000378134
  15 34.7757 453.432 0.0001612
  16 36.6363 448.594 5.14964e-06
  17 38.4969 449.214 -0.000208026
  18 40.3576 447.46 -0.000388341
  19 42.2182 443.216 -0.000649107
  20 44.0788 442.138 -0.000859024
5500000 20 8980
  1 8.72689 445.192 -0.00106277
  2 10.5875 454.494 -0.000871645
  3 12.4481 444.572 -0.000672326
  4 14.3088 442.856 -0.000436886
  5 16.1694 442.266 -0.000236984
  6 18.03 440.416 8.40856e-06
  7 19.8907 447.726 0.000173151
  8 21.7513 449.7 0.000369733
  9 23.6119 453.984 0.000531486
  10 25.4725 456.79 0.000679949
  11 27.3332 452.282 0.000853614
  12 29.1938 459.884 0.00067097
  13 31.0544 458.638 0.000513468
  14 32.915 451.344 0.000373183
  15 34.7757 456.54 0.000194041
  16 36.6363 450.97 5.22309e-05
  17 38.4969 442.262 -0.00014473
  18 40.3576 440.878 -0.000378477
  19 42.2182 446.84 -0.000618835
  20 44.0788 442.366 -0.00083426
5550000 20 8980
  1 8.72689 448.27 -0.0010234
  2 10.5875 445.24 -0.000840493
  3 12.4481 447.376 -0.000656189
  4 14.3088 448.102 -0.000456956
  5 16.1694 442.918 -0.000251335
  6 18.03 446.08 -1.23063e-05
  7 19.8907 444.868 0.000170964
  8 21.7513 445.214 0.00038096
  9 23.6119 452.544 0.000526205
